transaction_id,customer_id,product_category,product_name,sale_date,price,quantity,discounts,payment_methods
3250,C-2250,Sports,Yoga Mat,2024-01-10 12:02:20,711.94,4,"[{""type"": ""promo"", ""value"": 0.14}, {""type"": ""seasonal"", ""value"": 0.15}]","[""Cash"", ""PayPal"", ""Gift Card""]"
3251,C-2251,Apparel,Socks,2024-01-04 17:41:37,1214.21,3,"[{""type"": ""promo"", ""value"": 0.13}, {""type"": ""seasonal"", ""value"": 0.12}]","[""Credit Card""]"
3252,C-2252,Sports,Tennis Racket,2024-01-17 00:45:35,1175.54,2,"[{""type"": ""bulk"", ""value"": 0.1}, {""type"": ""promo"", ""value"": 0.13}]","[""Credit Card""]"
3253,C-2253,Home Goods,Lamp,2024-01-04 12:12:33,245.92,4,"[{""type"": ""loyalty"", ""value"": 0.05}]","[""Debit Card"", ""Cash"", ""Gift Card""]"
3254,C-2254,Electronics,Keyboard,2024-01-03 03:09:16,56.46,3,[],"[""Cash"", ""PayPal"", ""Credit Card""]"
3255,C-2255,Home Goods,Toaster,2024-01-10 16:49:20,1216.48,4,"[{""type"": ""loyalty"", ""value"": 0.09}, {""type"": ""loyalty"", ""value"": 0.19}]","[""Gift Card""]"
3256,C-2256,Books,1984,2024-01-09 04:26:43,393.47,4,[],"[""Credit Card"", ""PayPal"", ""Debit Card""]"
3257,C-2257,Apparel,Jeans,2024-01-17 12:23:51,214.38,3,"[{""type"": ""bulk"", ""value"": 0.12}]","[""Debit Card"", ""Cash"", ""Credit Card""]"
3258,C-2258,Home Goods,Toaster,2024-01-08 08:18:45,1011.64,5,"[{""type"": ""bulk"", ""value"": 0.16}, {""type"": ""loyalty"", ""value"": 0.08}]","[""Credit Card"", ""PayPal""]"
3259,C-2259,Home Goods,Lamp,2024-01-22 19:24:35,971.2,2,[],"[""Debit Card""]"
3260,C-2260,Books,The Great Gatsby,2024-01-10 01:30:54,889.18,1,"[{""type"": ""bulk"", ""value"": 0.13}, {""type"": ""seasonal"", ""value"": 0.13}]","[""Credit Card"", ""Cash"", ""PayPal""]"
3261,C-2261,Apparel,Jacket,2024-01-23 22:12:41,1101.29,5,[],"[""Gift Card"", ""Debit Card""]"
3262,C-2262,Books,Moby Dick,2024-01-18 02:11:37,824.28,4,[],"[""Gift Card""]"
3263,C-2263,Apparel,Socks,2024-01-01 18:46:54,366.03,3,"[{""type"": ""seasonal"", ""value"": 0.08}]","[""Debit Card""]"
3264,C-2264,Sports,Basketball,2024-01-09 09:55:55,397.84,1,"[{""type"": ""promo"", ""value"": 0.06}]","[""Credit Card"", ""PayPal""]"
3265,C-2265,Electronics,Headphones,2024-01-24 04:04:58,1365.76,5,[],"[""Credit Card""]"
3266,C-2266,Books,The Great Gatsby,2024-01-07 11:35:58,1155.97,2,[],"[""PayPal"", ""Cash"", ""Debit Card""]"
3267,C-2267,Home Goods,Coffee Maker,2024-01-16 13:12:24,1412.05,2,"[{""type"": ""bulk"", ""value"": 0.09}]","[""Credit Card"", ""Debit Card""]"
3268,C-2268,Sports,Soccer Ball,2024-01-03 02:16:13,607.64,3,[],"[""Debit Card""]"
3269,C-2269,Home Goods,Toaster,2024-01-05 17:23:44,853.99,2,[],"[""Credit Card"", ""Cash""]"
3270,C-2270,Sports,Yoga Mat,2024-01-30 10:07:09,53.06,1,"[{""type"": ""loyalty"", ""value"": 0.17}]","[""Credit Card"", ""Cash""]"
3271,C-2271,Sports,Yoga Mat,2024-01-03 09:40:15,635.16,4,[],"[""Cash"", ""Debit Card""]"
3272,C-2272,Home Goods,Blender,2024-01-15 11:07:12,659.71,5,"[{""type"": ""seasonal"", ""value"": 0.19}, {""type"": ""bulk"", ""value"": 0.08}]","[""PayPal"", ""Gift Card""]"
3273,C-2273,Apparel,Sneakers,2024-01-13 00:33:49,851.55,3,[],"[""Credit Card"", ""Cash"", ""Debit Card""]"
3274,C-2274,Apparel,Jeans,2024-01-11 03:20:28,732.9,5,"[{""type"": ""seasonal"", ""value"": 0.11}, {""type"": ""seasonal"", ""value"": 0.12}]","[""Credit Card""]"
3275,C-2275,Electronics,Monitor,2024-01-12 04:18:12,438.02,4,[],"[""Credit Card""]"
3276,C-2276,Electronics,Keyboard,2024-01-23 12:47:35,753.06,3,"[{""type"": ""loyalty"", ""value"": 0.08}, {""type"": ""seasonal"", ""value"": 0.13}]","[""PayPal"", ""Debit Card"", ""Cash""]"
3277,C-2277,Home Goods,Lamp,2024-01-20 00:09:45,564.3,3,"[{""type"": ""loyalty"", ""value"": 0.05}]","[""PayPal"", ""Credit Card""]"
3278,C-2278,Home Goods,Vacuum Cleaner,2024-01-09 08:52:48,365.07,2,"[{""type"": ""bulk"", ""value"": 0.14}, {""type"": ""loyalty"", ""value"": 0.13}]","[""Gift Card""]"
3279,C-2279,Home Goods,Vacuum Cleaner,2024-01-20 23:06:43,960.31,5,"[{""type"": ""seasonal"", ""value"": 0.12}, {""type"": ""loyalty"", ""value"": 0.18}]","[""Credit Card"", ""Gift Card"", ""Debit Card""]"
3280,C-2280,Books,Dune,2024-01-06 22:36:00,242.51,4,"[{""type"": ""seasonal"", ""value"": 0.06}]","[""Debit Card"", ""Gift Card""]"
3281,C-2281,Home Goods,Toaster,2024-01-03 12:30:20,721.61,5,"[{""type"": ""bulk"", ""value"": 0.06}]","[""Debit Card""]"
3282,C-2282,Apparel,Sneakers,2024-01-12 11:30:28,1155.57,3,"[{""type"": ""bulk"", ""value"": 0.12}, {""type"": ""loyalty"", ""value"": 0.05}]","[""Debit Card"", ""Cash"", ""PayPal""]"
3283,C-2283,Books,The Great Gatsby,2024-01-24 09:24:30,572.0,2,[],"[""PayPal"", ""Debit Card""]"
3284,C-2284,Sports,Yoga Mat,2024-01-11 05:16:40,226.75,2,[],"[""Cash"", ""Credit Card""]"
3285,C-2285,Electronics,Monitor,2024-01-29 03:33:59,1101.51,1,"[{""type"": ""bulk"", ""value"": 0.11}, {""type"": ""seasonal"", ""value"": 0.16}]","[""Credit Card"", ""Gift Card"", ""PayPal""]"
3286,C-2286,Electronics,Monitor,2024-01-27 22:44:49,109.73,4,"[{""type"": ""seasonal"", ""value"": 0.11}, {""type"": ""promo"", ""value"": 0.19}]","[""Cash"", ""Credit Card"", ""Gift Card""]"
3287,C-2287,Sports,Yoga Mat,2024-01-21 15:50:29,1104.48,3,"[{""type"": ""seasonal"", ""value"": 0.08}, {""type"": ""bulk"", ""value"": 0.19}]","[""PayPal""]"
3288,C-2288,Sports,Basketball,2024-01-08 22:33:10,940.99,4,[],"[""PayPal"", ""Credit Card"", ""Gift Card""]"
3289,C-2289,Sports,Tennis Racket,2024-01-05 22:08:06,1298.29,2,"[{""type"": ""promo"", ""value"": 0.11}]","[""Credit Card""]"
3290,C-2290,Electronics,Headphones,2024-01-15 23:29:21,524.3,3,"[{""type"": ""promo"", ""value"": 0.06}]","[""Gift Card""]"
3291,C-2291,Apparel,Jeans,2024-01-30 05:49:19,1415.5,3,"[{""type"": ""bulk"", ""value"": 0.11}]","[""Gift Card""]"
3292,C-2292,Home Goods,Blender,2024-01-29 17:46:43,194.62,5,"[{""type"": ""bulk"", ""value"": 0.16}]","[""PayPal""]"
3293,C-2293,Sports,Dumbbells,2024-01-24 17:24:46,341.37,4,"[{""type"": ""bulk"", ""value"": 0.14}, {""type"": ""loyalty"", ""value"": 0.15}]","[""Debit Card"", ""Credit Card""]"
3294,C-2294,Sports,Dumbbells,2024-01-07 07:28:28,706.28,3,"[{""type"": ""loyalty"", ""value"": 0.13}]","[""Credit Card""]"
3295,C-2295,Home Goods,Vacuum Cleaner,2024-01-09 22:37:25,1075.38,5,"[{""type"": ""bulk"", ""value"": 0.07}]","[""Cash"", ""PayPal""]"
3296,C-2296,Electronics,Laptop,2024-01-23 21:47:12,1270.85,5,[],"[""PayPal""]"
3297,C-2297,Apparel,Jeans,2024-01-27 00:18:09,329.45,5,"[{""type"": ""bulk"", ""value"": 0.19}, {""type"": ""loyalty"", ""value"": 0.06}]","[""Credit Card""]"
3298,C-2298,Apparel,Socks,2024-01-05 04:40:01,1152.07,1,[],"[""PayPal"", ""Cash"", ""Debit Card""]"
3299,C-2299,Books,Dune,2024-01-08 17:58:43,697.34,1,"[{""type"": ""promo"", ""value"": 0.12}, {""type"": ""seasonal"", ""value"": 0.1}]","[""Gift Card"", ""Cash""]"
3300,C-2300,Sports,Basketball,2024-01-16 20:27:06,1074.37,4,[],"[""Cash""]"
3301,C-2301,Sports,Soccer Ball,2024-01-04 18:37:14,1000.62,1,"[{""type"": ""promo"", ""value"": 0.17}]","[""Credit Card"", ""Cash""]"
3302,C-2302,Sports,Soccer Ball,2024-01-13 17:32:32,1167.83,4,"[{""type"": ""promo"", ""value"": 0.11}]","[""Credit Card"", ""Gift Card""]"
3303,C-2303,Books,The Great Gatsby,2024-01-22 09:34:57,1359.52,5,"[{""type"": ""bulk"", ""value"": 0.05}, {""type"": ""bulk"", ""value"": 0.08}]","[""Gift Card""]"
3304,C-2304,Home Goods,Lamp,2024-01-01 17:01:31,415.57,3,[],"[""Debit Card"", ""PayPal"", ""Gift Card""]"
3305,C-2305,Home Goods,Coffee Maker,2024-01-30 11:05:18,138.77,1,"[{""type"": ""loyalty"", ""value"": 0.05}, {""type"": ""bulk"", ""value"": 0.06}]","[""PayPal""]"
3306,C-2306,Apparel,Sneakers,2024-01-22 16:21:06,145.73,2,"[{""type"": ""seasonal"", ""value"": 0.1}, {""type"": ""loyalty"", ""value"": 0.2}]","[""Gift Card""]"
3307,C-2307,Books,Pride and Prejudice,2024-01-08 18:15:26,620.39,3,"[{""type"": ""seasonal"", ""value"": 0.06}]","[""Gift Card""]"
3308,C-2308,Home Goods,Toaster,2024-01-22 03:28:34,917.64,3,"[{""type"": ""bulk"", ""value"": 0.07}, {""type"": ""seasonal"", ""value"": 0.1}]","[""Debit Card"", ""PayPal"", ""Gift Card""]"
3309,C-2309,Apparel,Socks,2024-01-01 10:46:35,542.51,4,"[{""type"": ""bulk"", ""value"": 0.17}]","[""Gift Card"", ""Credit Card""]"
3310,C-2310,Home Goods,Coffee Maker,2024-01-22 06:23:42,100.32,2,[],"[""Cash"", ""PayPal""]"
3311,C-2311,Apparel,Socks,2024-01-06 04:46:21,708.84,1,[],"[""Cash"", ""Gift Card""]"
3312,C-2312,Apparel,Socks,2024-01-06 16:49:04,866.76,4,"[{""type"": ""promo"", ""value"": 0.05}]","[""Cash"", ""Gift Card""]"
3313,C-2313,Books,Pride and Prejudice,2024-01-22 13:28:59,995.86,1,"[{""type"": ""seasonal"", ""value"": 0.15}, {""type"": ""promo"", ""value"": 0.07}]","[""PayPal"", ""Credit Card""]"
3314,C-2314,Books,Moby Dick,2024-01-13 05:01:31,960.68,2,[],"[""Cash"", ""Credit Card""]"
3315,C-2315,Home Goods,Coffee Maker,2024-01-26 21:01:39,1290.99,4,"[{""type"": ""bulk"", ""value"": 0.19}, {""type"": ""bulk"", ""value"": 0.08}]","[""Credit Card""]"
3316,C-2316,Home Goods,Blender,2024-01-25 01:31:40,1347.08,4,[],"[""PayPal"", ""Credit Card""]"
3317,C-2317,Sports,Yoga Mat,2024-01-03 12:44:41,979.9,4,"[{""type"": ""loyalty"", ""value"": 0.17}, {""type"": ""loyalty"", ""value"": 0.1}]","[""Credit Card""]"
3318,C-2318,Electronics,Laptop,2024-01-30 04:54:15,1138.26,4,"[{""type"": ""seasonal"", ""value"": 0.06}]","[""PayPal""]"
3319,C-2319,Books,Pride and Prejudice,2024-01-23 17:36:25,354.41,1,"[{""type"": ""loyalty"", ""value"": 0.2}]","[""PayPal"", ""Gift Card"", ""Credit Card""]"
3320,C-2320,Apparel,Jacket,2024-01-01 16:05:00,93.7,5,[],"[""PayPal"", ""Gift Card""]"
3321,C-2321,Apparel,Jeans,2024-01-09 19:28:47,1144.9,1,"[{""type"": ""promo"", ""value"": 0.2}]","[""Credit Card"", ""PayPal"", ""Cash""]"
3322,C-2322,Books,1984,2024-01-12 15:41:06,1127.75,5,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""Gift Card"", ""Debit Card"", ""Credit Card""]"
3323,C-2323,Apparel,Socks,2024-01-27 22:49:24,592.76,4,"[{""type"": ""bulk"", ""value"": 0.19}]","[""Credit Card"", ""Debit Card""]"
3324,C-2324,Sports,Dumbbells,2024-01-19 17:08:23,1415.89,5,"[{""type"": ""loyalty"", ""value"": 0.19}, {""type"": ""seasonal"", ""value"": 0.07}]","[""PayPal"", ""Debit Card""]"
3325,C-2325,Sports,Basketball,2024-01-28 14:56:09,1121.8,2,[],"[""Credit Card"", ""Debit Card""]"
3326,C-2326,Home Goods,Lamp,2024-01-30 20:12:49,941.44,5,"[{""type"": ""loyalty"", ""value"": 0.13}, {""type"": ""bulk"", ""value"": 0.1}]","[""Cash"", ""Credit Card"", ""PayPal""]"
3327,C-2327,Home Goods,Blender,2024-01-21 05:15:04,539.02,1,[],"[""Debit Card"", ""Credit Card""]"
3328,C-2328,Electronics,Smartphone,2024-01-04 21:22:25,646.37,3,"[{""type"": ""promo"", ""value"": 0.19}]","[""Cash"", ""Credit Card""]"
3329,C-2329,Sports,Basketball,2024-01-15 15:41:24,940.15,3,"[{""type"": ""seasonal"", ""value"": 0.13}, {""type"": ""promo"", ""value"": 0.19}]","[""PayPal"", ""Debit Card"", ""Cash""]"
3330,C-2330,Apparel,Jacket,2024-01-09 14:57:51,714.67,5,[],"[""Cash"", ""Gift Card"", ""PayPal""]"
3331,C-2331,Books,1984,2024-01-25 17:01:32,269.11,2,"[{""type"": ""promo"", ""value"": 0.18}, {""type"": ""loyalty"", ""value"": 0.07}]","[""PayPal"", ""Debit Card""]"
3332,C-2332,Home Goods,Vacuum Cleaner,2024-01-24 07:56:47,1256.1,4,[],"[""Cash"", ""PayPal""]"
3333,C-2333,Books,The Great Gatsby,2024-01-17 23:22:20,88.81,3,[],"[""Cash"", ""Gift Card"", ""PayPal""]"
3334,C-2334,Home Goods,Coffee Maker,2024-01-14 15:04:12,1366.82,1,"[{""type"": ""seasonal"", ""value"": 0.15}, {""type"": ""seasonal"", ""value"": 0.11}]","[""Cash"", ""Gift Card"", ""Debit Card""]"
3335,C-2335,Books,The Great Gatsby,2024-01-07 05:30:27,709.45,4,"[{""type"": ""loyalty"", ""value"": 0.16}, {""type"": ""bulk"", ""value"": 0.18}]","[""Gift Card"", ""PayPal"", ""Credit Card""]"
3336,C-2336,Sports,Dumbbells,2024-01-25 16:37:20,727.69,2,[],"[""Debit Card"", ""Gift Card""]"
3337,C-2337,Books,1984,2024-01-27 20:57:52,1343.28,2,"[{""type"": ""bulk"", ""value"": 0.19}]","[""Gift Card""]"
3338,C-2338,Electronics,Headphones,2024-01-19 20:27:12,685.33,3,"[{""type"": ""seasonal"", ""value"": 0.12}, {""type"": ""loyalty"", ""value"": 0.08}]","[""Debit Card"", ""PayPal""]"
3339,C-2339,Apparel,Jeans,2024-01-11 04:32:21,1061.8,1,"[{""type"": ""promo"", ""value"": 0.19}]","[""Credit Card""]"
3340,C-2340,Home Goods,Blender,2024-01-09 03:51:00,280.04,2,"[{""type"": ""loyalty"", ""value"": 0.13}, {""type"": ""bulk"", ""value"": 0.07}]","[""Gift Card"", ""Credit Card"", ""Cash""]"
3341,C-2341,Books,Dune,2024-01-16 06:37:45,568.69,4,"[{""type"": ""loyalty"", ""value"": 0.08}, {""type"": ""seasonal"", ""value"": 0.12}]","[""Cash"", ""Credit Card""]"
3342,C-2342,Electronics,Smartphone,2024-01-12 07:37:42,594.66,5,"[{""type"": ""loyalty"", ""value"": 0.18}, {""type"": ""bulk"", ""value"": 0.09}]","[""Gift Card"", ""PayPal"", ""Debit Card""]"
3343,C-2343,Sports,Soccer Ball,2024-01-17 06:23:32,415.0,2,"[{""type"": ""loyalty"", ""value"": 0.08}, {""type"": ""seasonal"", ""value"": 0.06}]","[""Gift Card"", ""Credit Card""]"
3344,C-2344,Books,Moby Dick,2024-01-13 09:10:04,858.17,2,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""Cash""]"
3345,C-2345,Electronics,Monitor,2024-01-06 21:16:42,1086.28,4,"[{""type"": ""seasonal"", ""value"": 0.08}, {""type"": ""loyalty"", ""value"": 0.19}]","[""Gift Card"", ""Credit Card""]"
3346,C-2346,Apparel,Jeans,2024-01-12 13:48:44,782.25,5,[],"[""Cash"", ""PayPal""]"
3347,C-2347,Books,Moby Dick,2024-01-05 14:00:12,982.51,4,[],"[""Cash"", ""PayPal""]"
3348,C-2348,Home Goods,Lamp,2024-01-23 09:22:29,753.5,3,[],"[""Debit Card""]"
3349,C-2349,Electronics,Keyboard,2024-01-30 13:29:15,451.79,1,"[{""type"": ""loyalty"", ""value"": 0.19}, {""type"": ""bulk"", ""value"": 0.12}]","[""PayPal"", ""Gift Card""]"
3350,C-2350,Sports,Basketball,2024-01-04 19:35:54,1424.89,5,"[{""type"": ""loyalty"", ""value"": 0.15}]","[""Credit Card"", ""Debit Card""]"
3351,C-2351,Home Goods,Vacuum Cleaner,2024-01-10 18:58:47,830.76,3,"[{""type"": ""promo"", ""value"": 0.09}, {""type"": ""seasonal"", ""value"": 0.07}]","[""Cash"", ""PayPal""]"
3352,C-2352,Electronics,Monitor,2024-01-04 06:39:34,1498.58,1,"[{""type"": ""loyalty"", ""value"": 0.1}]","[""Cash"", ""Credit Card""]"
3353,C-2353,Electronics,Keyboard,2024-01-15 18:06:44,324.66,4,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""Credit Card"", ""Debit Card""]"
3354,C-2354,Sports,Tennis Racket,2024-01-18 00:31:29,1395.08,1,[],"[""Credit Card"", ""Cash""]"
3355,C-2355,Books,The Great Gatsby,2024-01-30 13:47:04,398.16,2,[],"[""PayPal"", ""Gift Card"", ""Credit Card""]"
3356,C-2356,Books,Pride and Prejudice,2024-01-10 13:45:21,422.8,5,[],"[""Credit Card"", ""Gift Card"", ""Cash""]"
3357,C-2357,Sports,Yoga Mat,2024-01-29 01:24:54,1467.39,2,"[{""type"": ""bulk"", ""value"": 0.12}, {""type"": ""promo"", ""value"": 0.07}]","[""PayPal"", ""Debit Card"", ""Cash""]"
3358,C-2358,Apparel,T-shirt,2024-01-10 14:17:13,452.32,5,[],"[""Cash"", ""Debit Card"", ""Gift Card""]"
3359,C-2359,Apparel,Jeans,2024-01-29 05:23:30,165.27,3,"[{""type"": ""loyalty"", ""value"": 0.09}, {""type"": ""promo"", ""value"": 0.16}]","[""PayPal"", ""Debit Card"", ""Credit Card""]"
3360,C-2360,Apparel,Sneakers,2024-01-08 02:28:18,719.0,1,"[{""type"": ""loyalty"", ""value"": 0.09}]","[""Cash""]"
3361,C-2361,Books,Dune,2024-01-08 07:40:05,54.16,1,"[{""type"": ""promo"", ""value"": 0.12}, {""type"": ""bulk"", ""value"": 0.07}]","[""Debit Card""]"
3362,C-2362,Books,1984,2024-01-28 17:41:54,1477.22,2,"[{""type"": ""loyalty"", ""value"": 0.07}]","[""Debit Card"", ""Credit Card""]"
3363,C-2363,Books,Moby Dick,2024-01-01 13:14:59,1103.53,2,"[{""type"": ""promo"", ""value"": 0.06}, {""type"": ""seasonal"", ""value"": 0.09}]","[""PayPal"", ""Cash"", ""Gift Card""]"
3364,C-2364,Books,Moby Dick,2024-01-17 07:03:35,1457.66,3,"[{""type"": ""promo"", ""value"": 0.15}, {""type"": ""promo"", ""value"": 0.13}]","[""Debit Card""]"
3365,C-2365,Books,The Great Gatsby,2024-01-30 01:17:37,1450.57,5,[],"[""PayPal""]"
3366,C-2366,Home Goods,Blender,2024-01-22 02:04:01,367.07,3,"[{""type"": ""seasonal"", ""value"": 0.06}]","[""Debit Card"", ""Gift Card""]"
3367,C-2367,Electronics,Headphones,2024-01-20 10:23:15,324.17,4,"[{""type"": ""loyalty"", ""value"": 0.05}]","[""PayPal""]"
3368,C-2368,Apparel,Socks,2024-01-30 03:18:21,1283.88,1,"[{""type"": ""promo"", ""value"": 0.06}]","[""Cash"", ""Gift Card"", ""Debit Card""]"
3369,C-2369,Sports,Soccer Ball,2024-01-07 18:58:16,810.45,2,"[{""type"": ""bulk"", ""value"": 0.15}, {""type"": ""loyalty"", ""value"": 0.18}]","[""Debit Card"", ""Cash""]"
3370,C-2370,Books,1984,2024-01-15 07:23:31,1313.1,4,"[{""type"": ""bulk"", ""value"": 0.07}, {""type"": ""bulk"", ""value"": 0.15}]","[""Gift Card"", ""Credit Card""]"
3371,C-2371,Sports,Dumbbells,2024-01-09 13:07:33,1424.72,2,"[{""type"": ""bulk"", ""value"": 0.05}]","[""Debit Card"", ""PayPal"", ""Gift Card""]"
3372,C-2372,Books,Dune,2024-01-15 22:01:20,831.72,3,[],"[""PayPal"", ""Cash"", ""Credit Card""]"
3373,C-2373,Sports,Tennis Racket,2024-01-25 08:37:47,140.2,4,"[{""type"": ""bulk"", ""value"": 0.06}, {""type"": ""seasonal"", ""value"": 0.06}]","[""Debit Card""]"
3374,C-2374,Home Goods,Vacuum Cleaner,2024-01-09 20:14:12,995.07,5,[],"[""PayPal"", ""Credit Card""]"
3375,C-2375,Sports,Dumbbells,2024-01-10 12:50:28,409.72,2,"[{""type"": ""promo"", ""value"": 0.05}, {""type"": ""bulk"", ""value"": 0.19}]","[""Credit Card"", ""Cash"", ""Debit Card""]"
3376,C-2376,Apparel,Jeans,2024-01-27 22:09:57,1039.38,2,[],"[""Cash"", ""PayPal""]"
3377,C-2377,Electronics,Headphones,2024-01-21 19:34:07,27.37,1,"[{""type"": ""seasonal"", ""value"": 0.08}]","[""Gift Card"", ""Cash""]"
3378,C-2378,Apparel,Jacket,2024-01-16 00:09:27,1381.99,3,[],"[""PayPal"", ""Credit Card""]"
3379,C-2379,Sports,Dumbbells,2024-01-02 16:11:47,1165.02,2,[],"[""Debit Card"", ""PayPal"", ""Credit Card""]"
3380,C-2380,Electronics,Keyboard,2024-01-25 07:51:54,383.42,3,"[{""type"": ""seasonal"", ""value"": 0.13}]","[""Credit Card"", ""PayPal"", ""Gift Card""]"
3381,C-2381,Home Goods,Blender,2024-01-02 19:38:03,1256.52,1,"[{""type"": ""loyalty"", ""value"": 0.16}]","[""Credit Card"", ""Gift Card""]"
3382,C-2382,Electronics,Smartphone,2024-01-02 12:10:37,536.63,1,"[{""type"": ""promo"", ""value"": 0.12}, {""type"": ""promo"", ""value"": 0.2}]","[""Credit Card"", ""Cash""]"
3383,C-2383,Home Goods,Coffee Maker,2024-01-08 06:59:53,787.17,5,"[{""type"": ""bulk"", ""value"": 0.17}]","[""Gift Card"", ""Cash""]"
3384,C-2384,Apparel,Sneakers,2024-01-01 06:26:40,1325.65,3,"[{""type"": ""promo"", ""value"": 0.09}, {""type"": ""loyalty"", ""value"": 0.08}]","[""Debit Card""]"
3385,C-2385,Books,Pride and Prejudice,2024-01-12 19:43:26,496.37,5,[],"[""Gift Card""]"
3386,C-2386,Apparel,T-shirt,2024-01-18 09:39:59,1211.53,5,"[{""type"": ""bulk"", ""value"": 0.07}, {""type"": ""loyalty"", ""value"": 0.07}]","[""PayPal"", ""Debit Card""]"
3387,C-2387,Sports,Tennis Racket,2024-01-21 06:14:21,549.06,5,"[{""type"": ""seasonal"", ""value"": 0.19}]","[""Debit Card"", ""Credit Card""]"
3388,C-2388,Apparel,Jacket,2024-01-18 21:14:25,999.35,2,[],"[""PayPal"", ""Gift Card""]"
3389,C-2389,Sports,Yoga Mat,2024-01-18 09:42:56,681.75,2,"[{""type"": ""seasonal"", ""value"": 0.09}]","[""Gift Card"", ""Cash""]"
3390,C-2390,Home Goods,Toaster,2024-01-09 23:30:40,821.94,4,[],"[""Debit Card""]"
3391,C-2391,Sports,Tennis Racket,2024-01-24 16:21:02,620.8,2,[],"[""PayPal"", ""Cash""]"
3392,C-2392,Electronics,Monitor,2024-01-04 20:25:05,1138.68,5,[],"[""Credit Card"", ""Debit Card"", ""PayPal""]"
3393,C-2393,Books,The Great Gatsby,2024-01-22 04:13:30,550.1,1,[],"[""Debit Card""]"
3394,C-2394,Books,Pride and Prejudice,2024-01-07 04:21:42,550.24,3,[],"[""PayPal"", ""Debit Card"", ""Cash""]"
3395,C-2395,Sports,Dumbbells,2024-01-19 10:00:51,114.1,5,"[{""type"": ""bulk"", ""value"": 0.16}, {""type"": ""seasonal"", ""value"": 0.16}]","[""Cash"", ""Debit Card""]"
3396,C-2396,Books,1984,2024-01-20 16:08:42,679.91,2,"[{""type"": ""bulk"", ""value"": 0.14}]","[""Debit Card"", ""Credit Card""]"
3397,C-2397,Apparel,Jeans,2024-01-19 13:40:33,765.2,5,[],"[""Cash""]"
3398,C-2398,Sports,Yoga Mat,2024-01-20 15:07:17,258.86,1,"[{""type"": ""bulk"", ""value"": 0.2}]","[""Gift Card"", ""Credit Card"", ""Debit Card""]"
3399,C-2399,Home Goods,Vacuum Cleaner,2024-01-09 23:37:20,870.75,1,"[{""type"": ""seasonal"", ""value"": 0.19}]","[""Debit Card"", ""Gift Card"", ""PayPal""]"
3400,C-2400,Electronics,Laptop,2024-01-30 02:13:04,1251.84,1,[],"[""Debit Card"", ""PayPal"", ""Credit Card""]"
3401,C-2401,Electronics,Smartphone,2024-01-07 18:37:54,1099.93,1,"[{""type"": ""promo"", ""value"": 0.19}]","[""Credit Card"", ""Gift Card"", ""Cash""]"
3402,C-2402,Apparel,Jacket,2024-01-21 03:22:02,304.16,1,"[{""type"": ""loyalty"", ""value"": 0.14}]","[""Debit Card"", ""PayPal""]"
3403,C-2403,Apparel,Jacket,2024-01-24 10:14:15,782.2,2,"[{""type"": ""promo"", ""value"": 0.18}, {""type"": ""loyalty"", ""value"": 0.18}]","[""PayPal"", ""Cash"", ""Gift Card""]"
3404,C-2404,Books,Dune,2024-01-02 23:50:16,303.09,3,"[{""type"": ""bulk"", ""value"": 0.18}, {""type"": ""promo"", ""value"": 0.1}]","[""Credit Card"", ""Cash"", ""Debit Card""]"
3405,C-2405,Electronics,Laptop,2024-01-22 18:46:20,662.95,5,"[{""type"": ""seasonal"", ""value"": 0.17}, {""type"": ""seasonal"", ""value"": 0.15}]","[""Cash"", ""PayPal""]"
3406,C-2406,Apparel,Jacket,2024-01-21 12:36:11,398.61,2,"[{""type"": ""bulk"", ""value"": 0.15}]","[""Debit Card"", ""Cash"", ""Credit Card""]"
3407,C-2407,Electronics,Laptop,2024-01-05 23:59:46,138.11,1,"[{""type"": ""promo"", ""value"": 0.2}, {""type"": ""bulk"", ""value"": 0.08}]","[""PayPal"", ""Credit Card"", ""Debit Card""]"
3408,C-2408,Electronics,Headphones,2024-01-05 19:50:11,1455.27,5,[],"[""Debit Card"", ""Cash"", ""PayPal""]"
3409,C-2409,Books,Moby Dick,2024-01-14 07:38:59,413.2,5,"[{""type"": ""promo"", ""value"": 0.16}, {""type"": ""seasonal"", ""value"": 0.15}]","[""Cash"", ""Gift Card""]"
3410,C-2410,Home Goods,Lamp,2024-01-06 22:35:29,275.92,5,[],"[""PayPal"", ""Credit Card"", ""Gift Card""]"
3411,C-2411,Books,Dune,2024-01-09 19:42:55,71.16,2,[],"[""PayPal""]"
3412,C-2412,Home Goods,Toaster,2024-01-06 19:59:30,1131.34,2,"[{""type"": ""loyalty"", ""value"": 0.16}]","[""Debit Card"", ""Credit Card"", ""Gift Card""]"
3413,C-2413,Electronics,Smartphone,2024-01-25 03:22:59,1053.27,4,"[{""type"": ""seasonal"", ""value"": 0.06}, {""type"": ""loyalty"", ""value"": 0.2}]","[""Credit Card"", ""PayPal"", ""Debit Card""]"
3414,C-2414,Sports,Soccer Ball,2024-01-08 04:25:19,420.98,3,[],"[""Debit Card"", ""PayPal""]"
3415,C-2415,Sports,Soccer Ball,2024-01-28 23:52:14,238.15,5,[],"[""Debit Card"", ""Credit Card""]"
